id	filename	md5	size	state
a36c6e22-c6b5-4e2f-9d6d-5ed31dda8faa	59add8bd-7720-42f4-8822-bb69f32bfc99.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	4d8d2253101dfc835f4d43506cf3ca6f	13600415	released
ba444c4a-fe85-44b6-855f-b5b5bd7ed749	9d79253b-8c45-4bde-a42d-c399fb107400.rna_seq.augmented_star_gene_counts.tsv	2d1e2211996a97b9d4eb3ffad609cfcc	4224264	released
b311195e-b333-4589-899a-87d9fa457f7a	e38af1d3-1b72-4114-9a78-c02a2cf37395.somatic.SV.bedpe	935198743cd77bc5f997d12085600545	173072	released
13c56a73-9749-48f0-821a-b9ef307d43fe	3b00356a-e947-42f1-8b5f-6dcd789d9272.rna_seq.transcriptome.gdc_realn.bam	569168e4a1e13a3590065a00ad951120	9177227502	released
73332e90-b891-46d2-bf6f-5a44b7802a46	3a5c813b-6c47-49aa-916c-bcddbafdd54b.rna_seq.transcriptome.gdc_realn.bam	bf3b15ab591e695542cd979d287a4c13	11129993252	released
e993a9fa-364b-4c33-b736-73cbc61c3bdb	69d04bf4-b281-4116-8092-aa2fee42ad06_wgs_gdc_realn.bam	755ec5677242b542cf127b0adcca6be4	205638662446	released
46e73770-7b9e-4556-bdf8-689a7612383b	APOLLO-LUAD.5bb54033-28c6-477f-81a4-8947c5474fbc.star_fusion.rna_fusion.tsv	d39ce88feb3dd3116ab8c44e8ed4673c	7624	released
66416929-7bc8-4436-8ac9-36f927ee346e	APOLLO-LUAD.9e6ad9bc-3fb6-4504-849a-f24d059fb611.star_fusion.rna_fusion.bedpe	8947982e21a135d92a355ccc955f9f1b	1151	released
813d8569-e8ed-4fe5-82a9-8035850d4534	APOLLO-LUAD.d02fbaed-4235-4891-bb96-df068f2e6743.arriba.rna_fusion.tsv	8684eb97b9e7cd6bdf60de9e0ad08563	11793	released
97517fd1-a5e8-406c-bb58-a3ec1d5b63aa	1c87996e-59e7-495f-8c4e-f578c7e10ba8.rna_seq.genomic.gdc_realn.bam	2948b51acdd128b184f71a43425e1d75	7929002196	released
f303753c-8e03-4a1a-b7c6-ea2292c74e13	3b00356a-e947-42f1-8b5f-6dcd789d9272.rna_seq.augmented_star_gene_counts.tsv	a4450f185d2d7e9fc78f89a82c4c9f59	4229721	released
026f4deb-2f86-4bbc-ac2a-c99be437949b	7d7f5c1b-ce60-4f8b-9cec-82b6e836c377.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	767e4bbbcae22a6ccd96d2e07d7e3d48	81459672	released
3c344bdd-9c40-4524-bbf7-a0641b665405	APOLLO-LUAD.e2f307df-7a91-4bc5-9663-62ab083b8181.arriba.rna_fusion.tsv	93e78694c9a8de8ff6571414574a628a	13807	released
e21a3122-2c31-4a58-a6e9-68e385235423	55c46455-46e3-40c2-ba37-333e25431e91.rna_seq.transcriptome.gdc_realn.bam	9357307a07fd0c7aed4477670ced87b8	9163954618	released
1d14e61f-1fc6-41b9-bc69-52d13f8c4cbc	c2cbf790-c7c2-4e26-ac7d-2902bb719904.wgs.BRASS.rerun_structural_variation.bedpe.gz	e44d150612495603cb6f02122fd23b71	50909	released
bae59bb6-6226-461d-9e20-180aec8826fc	dcbfa852-74ff-47b6-8a48-19122647d8ae.somatic.SV.bedpe	dd7b7833dea2b6e3cb5b27ec9dd6b0f5	274357	released
805541fa-998b-47de-a65a-8f3c73d7947c	fb6fcba8-db58-4baa-9907-738dd5354a64.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	93312003be4e41b11108f8377efe3e87	78894512	released
7045beef-9ac9-4108-bdb1-8e664dcd3f2e	7d7f5c1b-ce60-4f8b-9cec-82b6e836c377.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	f6342f44c7dfceddc3d75822db3956fc	12123059	released
96393448-a767-49cc-aa79-51e599fd9906	0c4ec8d0-e99f-48d9-a997-af40eb2947cf_wgs_gdc_realn.bam	f4abf2c9795a7fc852d4cceecd7c850d	579320935879	released
1864f3ee-0a84-45b3-b195-d3e93815f9d3	APOLLO-LUAD.3be39f6c-d0fd-49f4-844c-7d44cf4d2496.arriba.rna_fusion.tsv	0b31f684d80cd7658d21489cfcaf5f22	12403	released
b534239c-dc73-4c43-9f06-32ccf08d4846	APOLLO-LUAD.6a9dcdeb-ea10-4bc4-8bef-27f2a5e7764e.wgs.varscan2.raw_somatic_mutation.vcf.gz	60c02f10297b44402ffacee41beed49c	1946287	released
7ce5bc63-4371-4ecf-9bed-fefe5e9747f4	7d7f5c1b-ce60-4f8b-9cec-82b6e836c377.wgs.BRASS.raw_structural_variation.vcf.gz	c12589a2bc403012acf7653995f3b78a	94633	released
2f39553b-95bb-44f2-87a1-43ed6dab9f4a	55c46455-46e3-40c2-ba37-333e25431e91.rna_seq.chimeric.gdc_realn.bam	a7d22be20c8480a22a19b92b59727c31	74098538	released
67df8b79-a25a-4107-83bd-04c326ad610f	4a1a937d-a976-45d5-9975-4ae3e53ea131.wgs.ASCAT.gene_level.copy_number_variation.tsv	938474c91c545e949de22d77804da218	3442760	released
eac85834-fa67-4bbc-ac3a-c42f471d5e9f	0c9d8dde-aec7-4a95-b86c-da554465897b.rna_seq.transcriptome.gdc_realn.bam	9798ee1a764134cd33ec7652df0b8b1f	9365809329	released
f7490b26-ac9f-40c0-ab97-24e8c82b1183	4a1a937d-a976-45d5-9975-4ae3e53ea131.wgs.BRASS.rerun_structural_variation.bedpe.gz	e8688d45f5d0667fe0309873d60256a2	21218	released
7f46b1d1-c264-495e-ad1a-9481e965cdc3	ba39d62e-39c6-42df-b9d1-43df317893a7.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	e9bb1de912a8c54f17a4d029c2e2c9d0	82324964	released
c946f286-a73e-473b-8e87-0a5a5d8152e7	APOLLO-LUAD.306c96a2-76fb-447d-ab42-ff6321f6f35d.star_fusion.rna_fusion.tsv	fb7806dff697b3b628cb1f764e9763e8	4066	released
a25265f2-972c-433c-be47-0b300a48b74c	dcbfa852-74ff-47b6-8a48-19122647d8ae.somatic_sv.vcf.gz	cb82febab1ab2c18488973e2418d5f55	66634	released
33a3e44e-e057-4332-9b54-1aff73a7fe29	APOLLO-LUAD.435fae02-c4a6-4de6-93d8-455482d52809.arriba.rna_fusion.bedpe	4700ff4772e95f3d252522e6c48169fb	1007	released
834b7079-4b29-4038-82fa-14725954ae6a	APOLLO-LUAD.6eecbf14-c413-4b88-bc95-7cf593d21191.arriba.rna_fusion.tsv	8e6e5b419c8a87298f65af4eef68cf3d	12113	released
7b3da8f2-f692-4e01-ab2f-a1d6d90011f8	APOLLO-LUAD.8140d254-1883-4411-be84-5deda5d66e9e.wgs.varscan2.raw_somatic_mutation.vcf.gz	9377701fda654b3c1413288e97efb1c7	2400333	released
4ee8c772-ccb6-4621-b952-9fda724dd5ad	e8fe46a1-1737-4300-9b83-f68964de070a.wgs.gatk4.copy_number_variation.supplementary.tar.gz	71cfb36e587897bd65b30b91e4ae42a3	282789814	released
465c4660-2130-4482-9878-bdae510f0cd7	ba39d62e-39c6-42df-b9d1-43df317893a7.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	dd6f9bf2e0b145286a6270e86abec877	18647601	released
914803ce-d28a-49aa-ab4b-64392f4f9a5c	c94686d5-355c-432f-bc98-ccdd30a209de.rna_seq.star_splice_junctions.tsv.gz	7f8308b91b0fed6c4eade66c8889256e	3072937	released
4482d694-c0bc-4bbf-9cfc-203965976b0f	feb0866e-5eec-485b-a353-924333517657_wgs_gdc_realn.bam	ee46a87ae6b00486d6de3103c3e3ac8a	697537111004	released
2b77f283-d4f8-4634-8acc-8572fbaaeb18	dfe7c007-ebd9-4b36-86ad-ed532995875b.wgs.BRASS.raw_structural_variation.vcf.gz	34b735a664b9a59a8cba55dd1d8e6ee2	98964	released
61d69af0-5758-4ef9-a795-5da0d7a6d2cf	APOLLO-LUAD.12dcc736-eed2-4a19-98d4-5a2524c84095.arriba.rna_fusion.tsv	604d28750587072ebe3e532e2b656754	11208	released
c836ec81-dfef-4fb6-aa54-921d7c09b08d	APOLLO-LUAD.026d69e0-5ef7-42c5-b462-4fef9aec1c98.arriba.rna_fusion.bedpe	073921a95a601fa861ec251ad18bcf6d	3546	released
ab2cf4cd-ceb9-4bec-9399-2b6ad6fcbb66	7c5cb218-56ff-428c-acaa-e6bfe8115f3a_wgs_gdc_realn.bam	7dfd186aa769c5108632f91b016f0302	560195543592	released
c2f99426-18ed-4992-8709-b5f23df4bed8	APOLLO-LUAD.026d69e0-5ef7-42c5-b462-4fef9aec1c98.arriba.rna_fusion.tsv	332849beba5b4d01d38dd9ae50686c9b	15986	released
63ff620c-07d4-4a31-8f48-d3ecf9c5a438	b612e131-876c-4004-869a-b4cf59c22c6f.rna_seq.genomic.gdc_realn.bam	f4ff6e59a91bf94c6fc4a98b24830a0f	7916701132	released
c34190c8-973d-4065-96a2-5d47e0e5f230	e20cc2ac-555d-4bcb-9c41-f38e4696675b.wgs.BRASS.rerun_structural_variation.bedpe.gz	b9c5243ebecec003391e41ebdae723b2	56018	released
11169fd2-c061-4a88-90a3-7e610a60c331	56f6a5f6-9ba1-4980-b4fb-ac6de53b6990.rna_seq.augmented_star_gene_counts.tsv	39b0ec725653823880e980d83503d2ba	4224417	released
886fe7b7-e9ea-45fa-9412-1310c3d14b85	98fa5c3e-97b4-4540-978e-51727dd60420.somatic.SV.bedpe	507bc18bb7352695fba49e7ed7dd73e1	183192	released
70876f30-74de-40c0-8a94-f1f4870230b9	eb30fa30-c5a4-41f7-919f-b0909a9c4169_wgs_gdc_realn.cr.igv.reheader.seg.txt	690f0c762ca71c325958530387c4b9e6	227628	released
72bf9ba0-4e02-48e8-b34a-3b014a472228	dd87853c-66a5-4f9d-b516-fd961cf0fc6b_wgs_gdc_realn.bam	732e23c7fdeabd20c1678084eba9f2f6	594618349442	released
fe80af2c-4265-4980-b9ee-f1442cb57102	79c047fa-c2ca-4b5b-88b8-8f949f1657c6.somatic.SV.bedpe	87eda0304be0b1e7576a4d474138b4c9	276190	released
d7b20bfe-a055-4d5f-81d5-c484b5c2c184	770816a5-c99c-4fa0-a21a-979aa7a3f618.wgs.BRASS.rerun_structural_variation.bedpe.gz	d2c9734951e7d2d43ba7eb69ae4dae7f	20569	released
9c3c4e5e-5cbc-4c42-8a84-027a4b03d98f	b612e131-876c-4004-869a-b4cf59c22c6f.rna_seq.star_splice_junctions.tsv.gz	200d01176cef8318c96d7fff90df554f	3124156	released
04bfbf95-81a7-4f0f-8bc7-b9509458c945	02f9b3eb-eb0e-44a0-979c-e47a09bcdc9b.somatic_sv.vcf.gz	fcfac2d2ec429476a7b7bc57b9851c8c	70917	released
eed60c0b-505e-4428-a265-17824b7724c7	dd87853c-66a5-4f9d-b516-fd961cf0fc6b_wgs_gdc_realn.cr.igv.reheader.seg.txt	855821ba8f6df267a4f52a80afa52107	171807	released
9f7659fd-37d7-488f-b474-01e4f1ca2c0f	56f6a5f6-9ba1-4980-b4fb-ac6de53b6990.rna_seq.chimeric.gdc_realn.bam	750947079858c4f02f5ccac30f3e1268	108540947	released
caf07ddc-1d1e-40d9-b1ed-2c7f40a3b5d4	3e5088bc-2761-47b4-a649-19fc7ebca926.wgs.ASCAT.copy_number_variation.seg.txt	0c44f49c8b309b48ce51fed5fc97038b	17891	released
2dda6f00-9753-4e9a-a002-ef8873808f34	0c9d8dde-aec7-4a95-b86c-da554465897b.rna_seq.star_splice_junctions.tsv.gz	ad81216e39847920979054a35169d6cb	3084690	released
b9ff6633-7240-433f-8684-0fd8256e836a	cc989fcf-32f3-4b61-88f9-067b548ad2b9.wgs.gatk4.copy_number_variation.supplementary.tar.gz	12af00da74b40e745c7b6ba20ad65834	280807967	released
54beaa16-461f-4224-bc64-feb91b242860	44cd7cef-b7a1-4585-84b5-bdad92ca17e1.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	6b8eec26c4f2b642851d65313a83f179	81229549	released
84ef5a56-07d5-4be4-abb2-0ba725b025a0	6adb27ec-cbe0-4e78-bc4f-bfa30faaa964.wgs.ASCAT.gene_level.copy_number_variation.tsv	bcbe60287d49145c889106a389b74ffd	3441285	released
a9bbf6d3-130b-4ec2-8304-3df595296b9a	APOLLO-LUAD.d467e833-ef0f-49c9-89bb-f97ef7d55bf0.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	7ef5d82ef2d76f83d2e79f87d951c8ae	627746	released
4d4ae51d-f393-4f67-8385-3f2625a662fd	e388b960-66dc-459b-9fb4-4f6b8232e9ee.somatic.SV.bedpe	15345481547e82bd1cb8e155a865e72d	215440	released
04ef3db1-3543-4771-a81e-888a4fcf7ba6	ac520fab-3a58-45b5-887a-b65127c8d7ba.rna_seq.augmented_star_gene_counts.tsv	10be9d446146429806fe58652df5a6b5	4231364	released
97118f5d-1a23-4ef8-9179-868fe03bc3bd	3cd3fbb2-8eb1-4fd0-ae5f-c940ae00e311.rna_seq.transcriptome.gdc_realn.bam	0d844249bdbefa19b88fe38a3ab373f3	9234650997	released
73d05bab-cecc-4aa0-8a60-66f895a54e31	1efc9713-595b-4b10-bb4b-4162cd414e4f.wgs.ASCAT.gene_level.copy_number_variation.tsv	4ed9bf60463bda7f6548102c32e5ecae	3442748	released
605e7f7c-3481-4547-aa0b-d62dd2b2d33c	d19030bf-2d58-46b4-bdac-15b1870bcea6.wgs.gatk4.copy_number_variation.supplementary.tar.gz	e4d907c44c91f9da0e8cca4123fcbf73	282489298	released
1b161459-89ed-41ad-b50d-db4cca5d36c0	51ef25f8-0e4b-4c31-bd54-aee0c5fc11d9.rna_seq.transcriptome.gdc_realn.bam	7b241e84329f25a6d5c13732907d1067	6815701832	released
2319e6dc-056e-4020-9926-0be577df6439	3cea37ea-bd23-46f8-a2f5-5ad1479f393e.wgs.gatk4.copy_number_variation.supplementary.tar.gz	a38257c329e4c502f1769c1b2a048085	282647365	released
8be0c55a-0bde-42fb-a03e-16318898e2b3	6358ec14-311c-4ee4-8af7-b6c414b17961_wgs_gdc_realn.bam	6b51f41fea06de521233f82cd1bdaacd	559206600493	released
ddcd6156-a835-49d6-a8a3-0b3d739605b9	O.raw_somatic_mutation.vcf.gz	bff058498fe779d9ab680213208c146e	708654	released
e85a6868-dcbd-43fd-a7b9-46d1c03383f9	55e11f43-e17a-4ab7-86af-87a1cacec2b1_wgs_gdc_realn.bam	cc8f550f793ac3e574af07c3b3612da5	545846335668	released
03037d68-0290-4c53-8125-2d650cf7df5f	e388b960-66dc-459b-9fb4-4f6b8232e9ee.somatic_sv.vcf.gz	745bb30a44fe938c37e45813d0100bf7	55509	released
2b605acc-d92d-4274-94f2-9132e32da159	af820008-e9d8-4f61-accd-dbd9d744235b_wgs_gdc_realn.cr.igv.reheader.seg.txt	d2d2c6db327a873d9aab5c68433e240c	79184	released
b5c2d046-6090-4c63-8631-877f3d2523d9	APOLLO-LUAD.9b11a769-00d0-4be3-a055-9d4aaf8c4822.arriba.rna_fusion.tsv	22449064b8ffe18c545332dece03e520	15922	released
85f486a4-5bbb-4a82-ab3a-538e4cba26d0	44cd7cef-b7a1-4585-84b5-bdad92ca17e1.wgs.BRASS.raw_structural_variation.vcf.gz	bbe3d6f48fc9d18d92be6218ac1cd260	99974	released
d277a476-17d8-4141-8300-a37cca1efc4e	APOLLO-LUAD.c8d24a47-4f5b-467f-aa5b-877d2c292a81.arriba.rna_fusion.bedpe	dd40fe5be2771a912aa17b3fd2cb434b	2082	released
6c834390-1b13-46d3-9924-65d4b1910db4	059a1698-0700-43df-8871-bec153967a44.wgs.BRASS.raw_structural_variation.vcf.gz	457b2406fbb180ccbdd168c6cc9f1421	61590	released
d97f1c5e-8a66-435b-9ffd-e2dab2faf1f4	681ca73f-5dc5-47bb-8875-bef246ae40e6.wgs.BRASS.raw_structural_variation.vcf.gz	a14e03f0763cb91adca686e91bba6df0	96907	released
c60d1db4-e6c9-47cf-ae4f-971217059c0e	6b5f698b-cb7c-44f5-8408-9019b499fd6c_wgs_gdc_realn.bam	883c44a469299e5d1d702fd7136cb3e7	189850977671	released
997b6a33-2165-4945-b095-1dcc22ec2fd1	470e1382-3678-43c4-b551-4a8570a580f7.wgs.BRASS.raw_structural_variation.vcf.gz	3970b375e2944a53fd2372fe36f0cba3	49013	released
c7abf548-6e01-49a0-9777-cd54d6d71f5a	APOLLO-LUAD.c8d24a47-4f5b-467f-aa5b-877d2c292a81.arriba.rna_fusion.tsv	ebf395949be149041cc0bd39a4fc7001	7357	released
c5d1bef8-0389-4429-8a86-66d9be6aa69d	ac520fab-3a58-45b5-887a-b65127c8d7ba.rna_seq.transcriptome.gdc_realn.bam	3892970b7a429791e50caf593aa345fa	10975769375	released
bd912aec-3dc1-4bc6-b7ae-16635b49c175	681ca73f-5dc5-47bb-8875-bef246ae40e6.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	8da7681913210e714b91a8db05976025	80394733	released
0500345b-c741-441f-ac55-ad196af07387	APOLLO-LUAD.9b11a769-00d0-4be3-a055-9d4aaf8c4822.arriba.rna_fusion.bedpe	746135820eacb1a49570e42bf2a28176	2479	released
19fb8b0c-23bf-4687-a0f3-881b7f1d2876	299bbf8b-babb-4be2-a190-5411dc005aae.rna_seq.genomic.gdc_realn.bam	fb0270c47e7d509d4f3374ac7dfa7321	6523939677	released
550e9efd-3703-44eb-9273-7c716c9e903d	APOLLO-LUAD.24c24eec-15e3-4b2f-8089-557d03a22a86.star_fusion.rna_fusion.tsv	b96df8b216864de5cd93892955dec0b4	62381	released
201a1526-eb84-4ef0-b01e-51846797cc31	299bbf8b-babb-4be2-a190-5411dc005aae.rna_seq.transcriptome.gdc_realn.bam	b319ed48aea3473899925e71ef5d8f50	7779310668	released
f1993583-513e-4bb6-8537-0a8ed67ae189	d53d6bb4-fa4d-4fb5-abcb-208af064f719.rna_seq.chimeric.gdc_realn.bam	95580800b9d4ff74787a6fcb24da3830	36400315	released
d5d29844-18c6-4b36-abce-1c22186077e2	62b320be-6148-47cb-b0e0-097aa8b582e4_wgs_gdc_realn.bam	5bc23b633aa77c2c645501c77e470aec	543491455029	released
9ff43386-a980-4aea-abb9-4e4b541c7a74	8d72a357-7b39-4a0d-82f3-c9d54dbc70b6.rna_seq.genomic.gdc_realn.bam	3f91df5e4a2f7a555988d4cb8c7cbb6d	5325019773	released
c86f61e1-c949-4278-8ec5-870717f23f98	f0000c2a-eb61-42ec-8965-aeeb9e9b9283_wgs_gdc_realn.cr.igv.reheader.seg.txt	c33049eb86ffad1bbe6d38afb787d470	45794	released
b699d5d5-907d-49eb-889c-be71ce7eab43	69579822-e2ce-47e7-b5eb-06e27324848c.wgs.ASCAT.copy_number_variation.seg.txt	33806bfecd99e7952929b53b9a409e0c	25063	released
935b1f2a-217c-44ea-984d-19860b475076	9cad7a78-ea9b-47b0-9d06-e5e696031cc3.rna_seq.transcriptome.gdc_realn.bam	ae98a3c8cf2ab694dfe9a5103c384629	10899490349	released
04d4ab46-061c-4bd9-9ee3-e65b6ea03ae5	d36ff75b-c1da-465e-80d2-f962dce1f3f1.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	564bad6d3f04ec8b36a658cfb02c2bf4	14325972	released
c7772bea-dbcc-4908-93f2-a76a4084d220	9d042998-1a20-42ab-aae8-e8fc15e2d01b.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	96af29b96ad2047b5e0140372a3b609e	78446974	released
2621ad12-4136-46b1-89a9-fcf98e44f2b2	APOLLO-LUAD.a12255ba-938f-48d5-9edb-17b44bda67fe.wgs.varscan2.raw_somatic_mutation.vcf.gz	5161cc949f112ab95c816f4025533c1f	1157666	released
c32851dd-dbcb-4015-8018-885f971a5351	d36ff75b-c1da-465e-80d2-f962dce1f3f1.wgs.BRASS.raw_structural_variation.vcf.gz	5e58a0cd7412ddf0caeb85cdcc80b610	75157	released
715414f0-3a63-4b11-80cf-827109b9cc8d	09fbc56f-6814-43f2-9ca0-1e208f329048.wgs.BRASS.rerun_structural_variation.bedpe.gz	38dfe40420a09a82a408fdd02c1a2bd9	52522	released
1436721f-1de5-42fc-89a1-ce81c72b94b8	APOLLO_LUAD.ee39fe3f-210e-41de-819f-28ecd63093e0.wgs.VarScan2.somatic_annotation.vcf.gz	df9d27306be6df3b62cf92415204c675	3031237	released
6cf2413e-afc2-4b3d-8fa8-f5244b359ba9	APOLLO-LUAD.26c47325-e034-4a30-aa36-18072935b8ce.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	911a067a229e0fc0691ae9dc66b76cba	2806034	released
08e4069f-d170-41db-be06-4cbe0b86ceee	d53d6bb4-fa4d-4fb5-abcb-208af064f719.rna_seq.genomic.gdc_realn.bam	afd2cb396f1695b8d6906b10f13e842b	6761693848	released
132a207f-03cd-4d9f-882a-2c7f8277f176	9cad7a78-ea9b-47b0-9d06-e5e696031cc3.rna_seq.star_splice_junctions.tsv.gz	e16466cc9e5bb38e7cfe885593a38976	3273245	released
01fba01f-e652-4737-9107-450243986d50	6af9046c-b77b-44b3-9f08-c3c14498f082_wgs_gdc_realn.cr.igv.reheader.seg.txt	0dfe3741fbd25efffc772efc618ef801	38815	released
43659b75-da99-4b3f-b9f6-53e916a43f44	f0000c2a-eb61-42ec-8965-aeeb9e9b9283_wgs_gdc_realn.bam	326cab4355aa742f01530a3bbbfd3a64	694179226104	released
a86d32b6-4bd1-4ac5-871e-0c2b15a40cb7	9cad7a78-ea9b-47b0-9d06-e5e696031cc3.rna_seq.chimeric.gdc_realn.bam	a42ef6bdd2132c560dc773ce97733307	97679802	released
61854357-1f77-4206-ab26-e2af4a806b3a	cfa15b7e-11e1-4094-b0f3-f440e56a9a58.wgs.BRASS.rerun_structural_variation.bedpe.gz	06b10f6bceed5d4f634bb3669cafb48a	137848	released
c841d4a6-442e-41ac-bd02-b2ec72298d7e	9689a8a8-9105-40f4-947d-30053e3f0d27_wgs_gdc_realn.bam	f17dd449e02d12ce72bc3b57f87f9dca	570443187943	released
b50558bf-24f2-4af3-80cd-a2c82ed45f46	baa2e6c3-22a0-41a4-962a-0ed0585ac89b.rna_seq.transcriptome.gdc_realn.bam	59a448d00a0e49ca2ae3ca46f97fe77c	11028378991	released
af462610-78a5-48a3-a15d-f31d001c5ccf	APOLLO-LUAD.d799811a-f0ab-46dd-a4cd-2c4a4686b223.star_fusion.rna_fusion.bedpe	058a4319c4b3b39a1fa7069a2a0f3f58	2417	released
64dac609-4253-4eb0-a5cd-808c225d4b33	69579822-e2ce-47e7-b5eb-06e27324848c.wgs.BRASS.raw_structural_variation.vcf.gz	f1ea3c452b436d8b00129b704e0132bc	245770	released
aa946b37-074f-4622-92f2-6d9a3152d04d	APOLLO-LUAD.2d46f493-f427-4350-afce-cd2884dff51c.arriba.rna_fusion.tsv	32bd83bbfde114316ef61b3b6dcd6ebf	26018	released
eba3f77f-ba32-49ca-92aa-910d35eaa3e1	140f0c8b-b0ec-4ccf-a60a-184921c96f98.wgs.BRASS.raw_structural_variation.vcf.gz	6b8849699e79a2ad2c2d8b42ca41bfa6	189319	released
26ccc1b6-ab47-4eaa-b13b-23a1f8426299	741368ab-fbf2-462b-a437-367c21ae2548_wgs_gdc_realn.bam	81d523d7e9e3a63559d0b25423154d4b	194314234611	released
81f26911-e8e0-4bba-a214-d2bafeb6e6c9	9689a8a8-9105-40f4-947d-30053e3f0d27_wgs_gdc_realn.cr.igv.reheader.seg.txt	50f8aa2a5663e63f1fb857db0cfa01c6	116893	released
2cb37790-74f9-46ee-b1c9-8d31e6d386aa	63da1fd8-ca5b-494f-8625-4daf5f898f53.rna_seq.augmented_star_gene_counts.tsv	e6fbb128059e752d7dc63ce59155c498	4226486	released
558cead0-4f61-48e6-8898-a7ce00118c54	9a1a39b2-2a76-42cc-abba-cd82b2f5b3fe.rna_seq.transcriptome.gdc_realn.bam	a994672dacf555b4931a9c41020d8e59	8131093945	released
852fe2b0-4282-4dda-8145-dba4339acb56	APOLLO-LUAD.47bcffee-4daf-4c4b-85d9-fcfdb20a9e54.wgs.varscan2.raw_somatic_mutation.vcf.gz	2dffef63a5cb4f783b858909e8c1fda4	668512	released
d264109e-0899-4053-9af8-a32a2a51748c	APOLLO-LUAD.e4a1e1bc-5d29-444d-8da0-72a11e138122.arriba.rna_fusion.bedpe	6eb3c49cc135e1c86f9a86faf0c77622	3400	released
165c8220-5b9b-4f39-8890-c232ae2f8207	5c536b65-bc33-4c12-ab7a-1e9b3c636e40_wgs_gdc_realn.cr.igv.reheader.seg.txt	56e871a437bce8052537ea42d19ecf25	240749	released
e8b11407-50da-4ced-9c89-deae34f281d1	63da1fd8-ca5b-494f-8625-4daf5f898f53.rna_seq.chimeric.gdc_realn.bam	94493d8e2dc3c07465288dba9840ef43	32077247	released
864f59a0-843d-480c-a216-edd4eef918fb	e8381a92-5379-4ece-8414-230d0f0026e1.rna_seq.star_splice_junctions.tsv.gz	ffb229700709e31e0ff27e5689545cf4	3177640	released
fc3eb744-55cc-4734-985f-14b9629c3438	baa2e6c3-22a0-41a4-962a-0ed0585ac89b.rna_seq.augmented_star_gene_counts.tsv	d6f5c037afd046eacdec060b64eae8bd	4223464	released
4047711e-5762-462d-8a6a-7a1d86363fe3	APOLLO_LUAD.f991f82f-c47d-440a-bdc5-8104525b767a.wgs.VarScan2.somatic_annotation.vcf.gz	6fa764d4ca31a504d6ea3da51719c89b	11680942	released
aa1f70ff-4319-4b71-875f-19ff2f868621	5c536b65-bc33-4c12-ab7a-1e9b3c636e40_wgs_gdc_realn.bam	7858f532cd8444b6fab293a8ba1c7fa2	564844838624	released
