"CRUK0245_SU_LN1_cov","CRUK0245_SU_T1.R1_cov","CRUK0245_SU_T1.R2_cov","CRUK0245_SU_LN1_var_count","CRUK0245_SU_T1.R1_var_count","CRUK0245_SU_T1.R2_var_count","CRUK0245_SU_LN1_VAF","CRUK0245_SU_T1.R1_VAF","CRUK0245_SU_T1.R2_VAF","CRUK0245_SU_LN1_PhyloCCF","CRUK0245_SU_T1.R1_PhyloCCF","CRUK0245_SU_T1.R2_PhyloCCF","CRUK0245_SU_LN1_PycloneCCF","CRUK0245_SU_T1.R1_PycloneCCF","CRUK0245_SU_T1.R2_PycloneCCF","CRUK0245_SU_LN1_Pyclone_0.05","CRUK0245_SU_T1.R1_Pyclone_0.05","CRUK0245_SU_T1.R2_Pyclone_0.05","CRUK0245_SU_LN1_Pyclone_0.95","CRUK0245_SU_T1.R1_Pyclone_0.95","CRUK0245_SU_T1.R2_Pyclone_0.95","CRUK0245_SU_LN1_cpn.copies","CRUK0245_SU_T1.R1_cpn.copies","CRUK0245_SU_T1.R2_cpn.copies","CRUK0245_SU_LN1_mut.cpn.num","CRUK0245_SU_T1.R1_mut.cpn.num","CRUK0245_SU_T1.R2_mut.cpn.num","CRUK0245_SU_LN1_nAraw","CRUK0245_SU_T1.R1_nAraw","CRUK0245_SU_T1.R2_nAraw","CRUK0245_SU_LN1_nBraw","CRUK0245_SU_T1.R1_nBraw","CRUK0245_SU_T1.R2_nBraw","PycloneCluster"
452,452,291,203,196,121,0.449115044247788,0.433628318584071,0.415807560137457,1.02123986168756,0.998755441089633,1.04926036793587,1.02123986168756,0.998755441089633,1.04926036793587,1.02123986168756,0.998755441089633,1.04926036793587,1.02123986168756,0.998755441089633,1.04926036793587,1,1,1,1.11212840487079,1.08271091876964,1.11650055729461,1,1,1,1,1,1,1
638,530,422,210,157,120,0.329153605015674,0.29622641509434,0.28436018957346,1.26719542805681,1.17556702937678,1.19820267492093,1.26719542805681,1.17556702937678,1.19820267492093,1.26719542805681,1.17556702937678,1.19820267492093,1.26719542805681,1.17556702937678,1.19820267492093,1,1,1,1.26719542805681,1.17556702937678,1.19820267492093,1,1,1,1,1,1,1
314,283,265,160,113,106,0.509554140127389,0.399293286219081,0.4,1.16237376724916,1.00051640771237,1.00937113080773,1.16237376724916,1.00051640771237,1.00937113080773,1.16237376724916,1.00051640771237,1.00937113080773,1.16237376724916,1.00051640771237,1.00937113080773,1,1,1,1.26582297864706,1.00051640771237,1.07405508156275,1,1,1,1,1,1,1
177,253,152,76,104,56,0.429378531073446,0.411067193675889,0.368421052631579,0.982432635395803,1.02637885919019,0.989261259334115,0.982432635395803,1.02637885919019,0.989261259334115,0.982432635395803,1.02637885919019,0.989261259334115,0.982432635395803,1.02637885919019,0.989261259334115,1,1,1,1.06929676903609,1.02637885919019,0.989261259334115,1,1,1,1,1,1,1
338,296,261,136,122,112,0.402366863905325,0.412162162162162,0.42911877394636,0.964828663326174,1.01697824232448,1.080405178945,0.964828663326174,1.01697824232448,1.080405178945,0.964828663326174,1.01697824232448,1.080405178945,0.964828663326174,1.01697824232448,1.080405178945,1,1,1,0.964828663326174,1.01697824232448,1.12268096145723,1,1,1,1,1,1,1
1039,859,837,451,361,339,0.434071222329163,0.420256111757858,0.405017921146953,1.00618086807049,0.983558181774762,1.00573164719496,1.00618086807049,0.983558181774762,1.00573164719496,1.00618086807049,0.983558181774762,1.00573164719496,1.00618086807049,0.983558181774762,1.00573164719496,1,1,1,1.0463177487193,1.02604832678997,1.0731055567203,1,1,1,1,1,1,1
361,309,257,109,79,61,0.301939058171745,0.255663430420712,0.237354085603113,1.06538135910085,0.960526037064092,0.954557623515453,1.06538135910085,0.960526037064092,0.954557623515453,1.06538135910085,0.960526037064092,0.954557623515453,1.06538135910085,0.960526037064092,0.954557623515453,1,1,1,1.06538135910085,0.960526037064092,0.954557623515453,1,1,1,1,1,1,1
428,388,265,174,184,108,0.406542056074766,0.474226804123711,0.407547169811321,0.922664105851417,1.12387666382094,1.04445177782501,0.922664105851417,1.12387666382094,1.04445177782501,0.922664105851417,1.12387666382094,1.04445177782501,0.922664105851417,1.12387666382094,1.04445177782501,1,1,1,0.922664105851417,1.12387666382094,1.04445177782501,1,1,1,1,1,1,1
335,283,272,150,136,101,0.447761194029851,0.480565371024735,0.371323529411765,1.01621265389708,1.13596321574404,0.951618730715091,1.01621265389708,1.13596321574404,0.951618730715091,1.01621265389708,1.13596321574404,0.951618730715091,1.01621265389708,1.13596321574404,0.951618730715091,1,1,1,1.01621265389708,1.13596321574404,0.951618730715091,1,1,1,1,1,1,1
484,462,382,216,174,136,0.446280991735537,0.376623376623377,0.356020942408377,1.01285327322304,0.894135240883441,0.914796395275919,1.01285327322304,0.894135240883441,0.914796395275919,1.01285327322304,0.894135240883441,0.914796395275919,1.01285327322304,0.894135240883441,0.914796395275919,1,1,1,1.01285327322304,0.894135240883441,0.914796395275919,1,1,1,1,1,1,1
806,666,553,351,245,202,0.435483870967742,0.367867867867868,0.365280289330922,1.00234768409415,0.906102567958543,0.947085528576288,1.00234768409415,0.906102567958543,0.947085528576288,1.00234768409415,0.906102567958543,0.947085528576288,1.00234768409415,0.906102567958543,0.947085528576288,1,1,1,1.03779071959938,0.906102567958543,0.947085528576288,1,1,1,1,1,1,1
321,244,231,136,127,102,0.423676012461059,0.520491803278688,0.441558441558442,1.00839903774477,1.19166584542909,1.11825347197077,1.00839903774477,1.19166584542909,1.11825347197077,1.00839903774477,1.19166584542909,1.11825347197077,1.00839903774477,1.19166584542909,1.11825347197077,1,1,1,1.00839903774477,1.28203357984392,1.14485676406657,1,1,1,1,1,1,1
487,440,406,198,202,166,0.406570841889117,0.459090909090909,0.408866995073892,0.967686707950564,1.05108851448656,1.03546188631776,0.967686707950564,1.05108851448656,1.03546188631776,0.967686707950564,1.05108851448656,1.03546188631776,0.967686707950564,1.05108851448656,1.03546188631776,1,1,1,0.967686707950564,1.13079583184229,1.06009556348152,1,1,1,1,1,1,1
929,846,783,393,318,303,0.423035522066738,0.375886524822695,0.386973180076628,1.00687459482536,0.926949163930946,1.00333007146109,1.00687459482536,0.926949163930946,1.00333007146109,1.00687459482536,0.926949163930946,1.00333007146109,1.00687459482536,0.926949163930946,1.00333007146109,1,1,1,1.00687459482536,0.926949163930946,1.00333007146109,1,1,1,1,1,1,1
355,320,254,133,117,91,0.374647887323944,0.365625,0.358267716535433,0.891706299056281,0.900578116077367,0.928903583350443,0.891706299056281,0.900578116077367,0.928903583350443,0.891706299056281,0.900578116077367,0.928903583350443,0.891706299056281,0.900578116077367,0.928903583350443,1,1,1,0.891706299056281,0.900578116077367,0.928903583350443,1,1,1,1,1,1,1
1138,936,888,439,346,306,0.385764499121265,0.36965811965812,0.344594594594595,0.918165150418398,0.910512172292408,0.893452407092488,0.918165150418398,0.910512172292408,0.893452407092488,0.918165150418398,0.910512172292408,0.893452407092488,0.918165150418398,0.910512172292408,0.893452407092488,1,1,1,0.918165150418398,0.910512172292408,0.893452407092488,1,1,1,1,1,1,1
322,316,240,134,127,89,0.416149068322981,0.401898734177215,0.370833333333333,1.03354116320269,0.998269671127234,0.995613019728426,1.03354116320269,0.998269671127234,0.995613019728426,1.03354116320269,0.998269671127234,0.995613019728426,1.03354116320269,0.998269671127234,0.995613019728426,1,1,1,1.03354116320269,0.998269671127234,0.995613019728426,1,1,1,1,1,1,1
788,669,540,334,308,218,0.423857868020305,0.460388639760837,0.403703703703704,0.9646914848757,1.05632534690139,1.0152533684008,0.9646914848757,1.05632534690139,1.0152533684008,0.9646914848757,1.05632534690139,1.0152533684008,0.9646914848757,1.05632534690139,1.0152533684008,1,1,1,1.05268661470682,1.14355178785438,1.0858742405243,1,1,1,1,1,1,1
320,251,248,0,51,0,0,0.203187250996016,0,0,0.479434871499293,0,0,0.479434871499293,0,0,0.479434871499293,0,0,0.479434871499293,0,1,1,1,0,0.479434871499293,0,1,1,1,1,1,1,6
1280,1175,916,519,467,348,0.40546875,0.397446808510638,0.379912663755459,0.959983790595303,0.977866207667021,1.02091051526181,0.959983790595303,0.977866207667021,1.02091051526181,0.959983790595303,0.977866207667021,1.02091051526181,0.959983790595303,0.977866207667021,1.02091051526181,1,1,1,0.959983790595303,0.977866207667021,1.02091051526181,1,1,1,1,1,1,1
600,547,421,271,217,166,0.451666666666667,0.396709323583181,0.394299287410926,1.03310618506639,0.975221039553238,1.00029678380031,1.03310618506639,0.975221039553238,1.00029678380031,1.03310618506639,0.975221039553238,1.00029678380031,1.03310618506639,0.975221039553238,1.00029678380031,1,1,1,1.07114676445874,0.975221039553238,1.05841386247247,1,1,1,1,1,1,1
711,655,492,301,261,187,0.423347398030942,0.398473282442748,0.380081300813008,0.965958514619572,0.981322954669308,1.00616561896572,0.965958514619572,0.981322954669308,1.00616561896572,0.965958514619572,0.981322954669308,1.00616561896572,0.965958514619572,0.981322954669308,1.00616561896572,1,1,1,1.04533657972508,0.981322954669308,1.00616561896572,1,1,1,1,1,1,1
830,740,652,366,285,256,0.440963855421687,0.385135135135135,0.392638036809816,1.00238397730585,0.948475005503226,1.00632525907364,1.00238397730585,0.948475005503226,1.00632525907364,1.00238397730585,0.948475005503226,1.00632525907364,1.00238397730585,0.948475005503226,1.00632525907364,1,1,1,1.08730402116383,0.948475005503226,1.03729367180797,1,1,1,1,1,1,1
529,456,346,199,166,127,0.376181474480151,0.364035087719298,0.367052023121387,0.927567248110307,0.896511770360236,0.969699074245704,0.927567248110307,0.896511770360236,0.969699074245704,0.927567248110307,0.896511770360236,0.969699074245704,0.927567248110307,0.896511770360236,0.969699074245704,1,1,1,0.927567248110307,0.896511770360236,0.969699074245704,1,1,1,1,1,1,1
144,106,95,60,45,37,0.416666666666667,0.424528301886792,0.389473684210526,1.02739337154596,0.985346348540386,0.998215071952814,1.02739337154596,0.985346348540386,0.998215071952814,1.02739337154596,0.985346348540386,0.998215071952814,1.02739337154596,0.985346348540386,0.998215071952814,1,1,1,1.02739337154596,1.0454888342687,1.02893390372926,1,1,1,1,1,1,1
462,372,400,197,168,140,0.426406926406926,0.451612903225806,0.35,0.971571079373514,1.03354884581532,0.924650062135077,0.971571079373514,1.03354884581532,0.924650062135077,0.971571079373514,1.03354884581532,0.924650062135077,0.971571079373514,1.03354884581532,0.924650062135077,1,1,1,1.05141035945223,1.11219027244068,0.924650062135077,1,1,1,1,1,1,1
453,426,336,186,203,128,0.410596026490066,0.476525821596244,0.380952380952381,1.01242472639761,1.09056386430513,1.0064218363375,1.01242472639761,1.09056386430513,1.0064218363375,1.01242472639761,1.09056386430513,1.0064218363375,1.01242472639761,1.09056386430513,1.0064218363375,1,1,1,1.01242472639761,1.17354349169504,1.0064218363375,1,1,1,1,1,1,1
366,316,262,144,121,112,0.39344262295082,0.382911392405063,0.427480916030534,0.970128822967992,0.94299857864489,1.07866674957012,0.970128822967992,0.94299857864489,1.07866674957012,0.970128822967992,0.94299857864489,1.07866674957012,0.970128822967992,0.94299857864489,1.07866674957012,1,1,1,0.970128822967992,0.94299857864489,1.12934358734055,1,1,1,1,1,1,1
648,611,498,265,262,199,0.408950617283951,0.428805237315876,0.399598393574297,1.0290057855937,0.999860099681698,1.00945090687061,1.0290057855937,0.999860099681698,1.00945090687061,1.0290057855937,0.999860099681698,1.00945090687061,1.0290057855937,0.999860099681698,1.00945090687061,1,1,1,1.0290057855937,1.06981368422563,1.07715651662407,1,1,1,1,1,1,1
312,284,229,34,0,0,0.108974358974359,0,0,0.274202412532661,0,0,0.274202412532661,0,0,0.274202412532661,0,0,0.274202412532661,0,0,1,1,1,0.274202412532661,0,0,1,1,1,1,1,1,7
380,363,319,175,170,121,0.460526315789474,0.46831955922865,0.379310344827586,1.00398487416801,1.07980675486479,0.945240856132354,1.00398487416801,1.07980675486479,0.945240856132354,1.00398487416801,1.07980675486479,0.945240856132354,1.00398487416801,1.07980675486479,0.945240856132354,1,1,1,1.00398487416801,1.09773149415341,0.945240856132354,1,1,1,1,1,1,1
883,712,630,344,301,239,0.389580973952435,0.422752808988764,0.379365079365079,0.942887974981918,1.01101543857404,0.994871915875305,0.942887974981918,1.01101543857404,0.994871915875305,0.942887974981918,1.01101543857404,0.994871915875305,0.942887974981918,1.01101543857404,0.994871915875305,1,1,1,0.942887974981918,1.01101543857404,0.994871915875305,1,1,1,1,1,1,1
666,684,472,281,255,152,0.421921921921922,0.37280701754386,0.322033898305085,0.960208658958705,0.957195523427646,0.873321776906675,0.960208658958705,0.957195523427646,0.873321776906675,0.960208658958705,0.957195523427646,0.873321776906675,0.960208658958705,0.957195523427646,0.873321776906675,1,1,1,1.07543403707343,0.957195523427646,0.873321776906675,1,1,1,1,1,1,1
878,754,586,413,284,223,0.470387243735763,0.376657824933687,0.380546075085324,1.06099276934048,0.965668747440096,1.03200059446391,1.06099276934048,0.965668747440096,1.03200059446391,1.06099276934048,0.965668747440096,1.03200059446391,1.06099276934048,0.965668747440096,1.03200059446391,1,1,1,1.19896697999069,0.965668747440096,1.03200059446391,1,1,1,1,1,1,1
355,366,240,166,147,94,0.467605633802817,0.401639344262295,0.391666666666667,1.05769807626323,1.02971593000813,0.992504868853589,1.05769807626323,1.02971593000813,0.992504868853589,1.05769807626323,1.02971593000813,0.992504868853589,1.05769807626323,1.02971593000813,0.992504868853589,1,1,1,1.19524383660746,1.02971593000813,1.06215845936939,1,1,1,1,1,1,1
749,709,595,303,303,239,0.404539385847797,0.427362482369535,0.401680672268908,1.03112780415807,0.988737862533077,1.01086068449829,1.03112780415807,0.988737862533077,1.01086068449829,1.03112780415807,0.988737862533077,1.01086068449829,1.03112780415807,0.988737862533077,1.01086068449829,1,1,1,1.03112780415807,1.09566446183704,1.08931538046537,1,1,1,1,1,1,1
1222,1027,804,530,439,320,0.433715220949264,0.427458617332035,0.398009950248756,0.994401152660982,0.986033107803908,0.984362278321625,0.994401152660982,0.986033107803908,0.984362278321625,0.994401152660982,0.986033107803908,0.984362278321625,0.994401152660982,0.986033107803908,0.984362278321625,1,1,1,1.08320720488574,1.06779923909764,1.07438535093777,1,1,1,1,1,1,1
778,788,644,217,222,177,0.27892030848329,0.281725888324873,0.274844720496894,1.06183621208034,1.11078944774874,1.14073396686543,1.06183621208034,1.11078944774874,1.14073396686543,1.06183621208034,1.11078944774874,1.14073396686543,1.06183621208034,1.11078944774874,1.14073396686543,1,1,1,1.06183621208034,1.11078944774874,1.14073396686543,1,1,1,1,1,1,1
434,436,330,157,184,132,0.361751152073733,0.422018348623853,0.4,0.885808140150511,0.987077261242955,1.01233635230115,0.885808140150511,0.987077261242955,1.01233635230115,0.885808140150511,0.987077261242955,1.01233635230115,0.885808140150511,0.987077261242955,1.01233635230115,1,1,1,0.885808140150511,1.049312436488,1.05794243863062,1,1,1,1,1,1,1
433,370,332,186,155,112,0.429561200923788,0.418918918918919,0.337349397590361,0.986606317548876,0.977580557275357,0.892240610893295,0.986606317548876,0.977580557275357,0.892240610893295,0.986606317548876,0.977580557275357,0.892240610893295,0.986606317548876,0.977580557275357,0.892240610893295,1,1,1,1.05185237500934,1.03921696577855,0.892240610893295,1,1,1,1,1,1,1
133,136,121,50,60,42,0.37593984962406,0.441176470588235,0.347107438016529,0.920551536864426,1.00215314916783,0.918049223605085,0.920551536864426,1.00215314916783,0.918049223605085,0.920551536864426,1.00215314916783,0.918049223605085,0.920551536864426,1.00215314916783,0.918049223605085,1,1,1,0.920551536864426,1.09443152942523,0.918049223605085,1,1,1,1,1,1,1
1140,1029,748,74,0,0,0.0649122807017544,0,0,0.152061406923414,0,0,0.152061406923414,0,0,0.152061406923414,0,0,0.152061406923414,0,0,1,1,1,0.152061406923414,0,0,1,1,1,1,1,1,3
979,783,658,350,422,222,0.357507660878447,0.538952745849298,0.337386018237082,0.821516078948554,0.984821090271614,0.846063433987247,0.821516078948554,0.984821090271614,0.846063433987247,0.821516078948554,0.984821090271614,0.846063433987247,0.821516078948554,0.984821090271614,0.846063433987247,1,1,1,0.821516078948554,1.06531799864378,0.846063433987247,1,1,1,1,1,1,1
235,189,159,87,110,61,0.370212765957447,0.582010582010582,0.383647798742138,0.849842153111449,1.06350009409832,0.960612052918208,0.849842153111449,1.06350009409832,0.960612052918208,0.849842153111449,1.06350009409832,0.960612052918208,0.849842153111449,1.06350009409832,0.960612052918208,1,1,1,0.849842153111449,1.15042803509603,0.960612052918208,1,1,1,1,1,1,1
863,722,668,23,0,0,0.0266512166859791,0,0,0.0613213296162893,0,0,0.0613213296162893,0,0,0.0613213296162893,0,0,0.0613213296162893,0,0,1,1,1,0.0613213296162893,0,0,1,1,1,1,1,1,3
233,151,122,79,83,42,0.339055793991416,0.549668874172185,0.344262295081967,0.778319746066501,1.0178844402758,0.869118993278389,0.778319746066501,1.0178844402758,0.869118993278389,0.778319746066501,1.0178844402758,0.869118993278389,0.778319746066501,1.0178844402758,0.869118993278389,1,1,1,0.778319746066501,1.10108386739179,0.869118993278389,1,1,1,1,1,1,1
586,462,514,211,213,187,0.360068259385666,0.461038961038961,0.363813229571984,0.827967838923886,0.91131014185086,0.910948464930059,0.827967838923886,0.91131014185086,0.910948464930059,0.827967838923886,0.91131014185086,0.910948464930059,0.827967838923886,0.91131014185086,0.910948464930059,1,1,1,0.827967838923886,0.91131014185086,0.910948464930059,1,1,1,1,1,1,1
323,206,229,135,107,92,0.417956656346749,0.519417475728155,0.40174672489083,0.959440671415989,1.02670371375759,1.00592978094978,0.959440671415989,1.02670371375759,1.00592978094978,0.959440671415989,1.02670371375759,1.00592978094978,0.959440671415989,1.02670371375759,1.00592978094978,1,1,1,0.959440671415989,1.02670371375759,1.00592978094978,1,1,1,1,1,1,1
706,522,490,271,299,197,0.38385269121813,0.5727969348659,0.402040816326531,0.881153292320384,1.0486730730691,1.00666615368207,0.881153292320384,1.0486730730691,1.00666615368207,0.881153292320384,1.0486730730691,1.00666615368207,0.881153292320384,1.0486730730691,1.00666615368207,1,1,1,0.881153292320384,1.13438908901259,1.00666615368207,1,1,1,1,1,1,1
312,231,214,128,127,81,0.41025641025641,0.54978354978355,0.378504672897196,0.941764366548496,1.00897995093447,0.947734229319258,0.941764366548496,1.00897995093447,0.947734229319258,0.941764366548496,1.00897995093447,0.947734229319258,0.941764366548496,1.00897995093447,0.947734229319258,1,1,1,0.941764366548496,1.09145154649842,0.947734229319258,1,1,1,1,1,1,1
499,359,424,170,175,148,0.340681362725451,0.487465181058496,0.349056603773585,0.809023253156782,0.987307935628772,0.938172484544957,0.809023253156782,0.987307935628772,0.938172484544957,0.809023253156782,0.987307935628772,0.938172484544957,0.809023253156782,0.987307935628772,0.938172484544957,1,1,1,0.809023253156782,0.987307935628772,0.938172484544957,1,1,1,1,1,1,1
172,209,122,80,110,45,0.465116279069767,0.526315789473684,0.368852459016393,1.05151590245253,1.19350286103638,0.973961519774416,1.05151590245253,1.19350286103638,0.973961519774416,1.05151590245253,1.19350286103638,0.973961519774416,1.05151590245253,1.19350286103638,0.973961519774416,1,1,1,1.05151590245253,1.3325021725261,0.973961519774416,1,1,1,1,1,1,1
252,249,212,109,112,82,0.432539682539683,0.449799196787149,0.386792452830189,0.977868062459324,1.01590963531417,0.993947860850239,0.977868062459324,1.01590963531417,0.993947860850239,0.977868062459324,1.01590963531417,0.993947860850239,0.977868062459324,1.01590963531417,0.993947860850239,1,1,1,0.977868062459324,1.13422584925422,1.02133239453074,1,1,1,1,1,1,1
294,316,246,126,170,92,0.428571428571429,0.537974683544304,0.373983739837398,0.984281230889598,0.997823601259887,0.991474548158975,0.984281230889598,0.997823601259887,0.991474548158975,0.984281230889598,0.997823601259887,0.991474548158975,0.984281230889598,0.997823601259887,0.991474548158975,1,1,1,0.984281230889598,1.66685764343294,0.991474548158975,1,2,1,1,1,1,1
267,319,183,119,163,73,0.445692883895131,0.510971786833856,0.398907103825137,1.03810681439139,0.95392566122778,1.04513749449005,1.03810681439139,0.95392566122778,1.04513749449005,1.03810681439139,0.95392566122778,1.04513749449005,1.03810681439139,0.95392566122778,1.04513749449005,1,1,1,1.03810681439139,1.57445151996911,1.04513749449005,1,2,1,1,1,1,1
840,907,667,345,326,250,0.410714285714286,0.359426681367144,0.374812593703148,0.956634745975023,1.00773553620672,0.982009824668208,0.956634745975023,1.00773553620672,0.982009824668208,0.956634745975023,1.00773553620672,0.982009824668208,0.956634745975023,1.00773553620672,0.982009824668208,1,1,1,0.956634745975023,1.10402554211726,0.982009824668208,1,2,1,1,1,1,1
635,840,511,300,456,204,0.47244094488189,0.542857142857143,0.399217221135029,1.00347957449782,1.0344368568478,1.03094322095472,1.00347957449782,1.0344368568478,1.03094322095472,1.00347957449782,1.0344368568478,1.03094322095472,1.00347957449782,1.0344368568478,1.03094322095472,1,1,1,1.11926409872797,1.58665524462129,1.03094322095472,1,2,1,1,1,1,1
676,789,548,297,408,225,0.439349112426036,0.517110266159696,0.410583941605839,0.96785833905167,0.976116465979127,1.02795474249156,0.96785833905167,0.976116465979127,1.02795474249156,0.96785833905167,0.976116465979127,1.02795474249156,0.96785833905167,0.976116465979127,1.02795474249156,1,1,1,0.96785833905167,1.45637421978287,1.06120708066219,1,1,1,1,1,1,1
619,454,512,195,217,156,0.31502423263328,0.477973568281938,0.3046875,0.736974329266163,0.942622957345716,0.798980652037952,0.736974329266163,0.942622957345716,0.798980652037952,0.736974329266163,0.942622957345716,0.798980652037952,0.736974329266163,0.942622957345716,0.798980652037952,1,1,1,0.736974329266163,0.942622957345716,0.798980652037952,1,1,1,1,1,1,1
195,259,192,88,99,83,0.451282051282051,0.382239382239382,0.432291666666667,1.01007447878933,1.07443595875764,1.07378545260042,1.01007447878933,1.07443595875764,1.07378545260042,1.01007447878933,1.07443595875764,1.07378545260042,1.01007447878933,1.07443595875764,1.07378545260042,1,1,1,1.01007447878933,1.07443595875764,1.07378545260042,1,1,1,1,1,1,1
828,921,747,413,458,308,0.498792270531401,0.49728555917481,0.41231593038822,1.06703795877018,0.940911563110287,0.947121756776907,1.06703795877018,0.940911563110287,0.947121756776907,1.06703795877018,0.940911563110287,0.947121756776907,1.06703795877018,0.940911563110287,0.947121756776907,1,1,1,1.14814057885177,1.49138858244561,1.1078079043136,1,2,1,1,1,1,1
653,656,494,282,290,189,0.431852986217458,0.442073170731707,0.382591093117409,0.992856427056115,1.32580338855774,1.02794339446545,0.992856427056115,1.32580338855774,1.02794339446545,0.992856427056115,1.32580338855774,1.02794339446545,0.992856427056115,1.32580338855774,1.02794339446545,1,1,1,0.992856427056115,1.32580338855774,1.02794339446545,1,2,1,1,1,1,1
120,134,138,58,57,56,0.483333333333333,0.425373134328358,0.405797101449275,0.975120908786389,1.01811691390569,1.09385436640083,0.975120908786389,1.01811691390569,1.09385436640083,0.975120908786389,1.01811691390569,1.09385436640083,0.975120908786389,1.01811691390569,1.09385436640083,1,1,1,0.975120908786389,1.01811691390569,1.09385436640083,1,1,1,1,1,1,1
